Gene	t1_gene_score	t1_SIEG_score
ABCB6	0.0	-0.5427651442841681
ABCB7	0.0	-0.5427651442841681
ABCB8	0.1597473678977366	0.24717255746396163
ABCB9	0.0	-0.5427651442841681
ABCC1	-0.2074022806011459	-1.5683525015686397
ABCC10	0.01658465028697434	-0.460755401623647
ABCC11	0.0033179441809023796	-0.5263581809940534
ABCC12	0.0	-0.5427651442841681
ABCC13	0.0	-0.5427651442841681
ABCC2	-0.32527408902843025	-2.1512189780263347
ABCC3	-0.1852143475355896	-1.4586349826949203
ABCC4	-0.0566354875545564	-0.8228230098063766
ABCC5	0.14955470325015274	0.19677066231939766
ABCC6	-0.2503479900854914	-1.7807155313728222
ABCC6P1	-0.34848844513350513	-2.266012075092852
ABCC6P2	-0.17759290874146377	-1.4209475896300168
ABCC8	0.2138896764368007	0.5149018561530352
ABCC9	-0.09197315581203674	-0.9975648964227594
ABCD1	0.0	-0.5427651442841681
ABCD2	-0.2670318720671004	-1.8632159666677937
ABCD3	0.0445779600648175	-0.3223307685217818
ABCD4	0.17705117163749867	0.3327384552785572
ABCE1	1.7324575884036988	8.024096293056079
ABCF1	0.7089959888275191	2.963162179173087
ABCF2	0.6806044352545617	2.822768262993898
ABCF3	0.28925956807244185	0.8875998214664749
ABCG1	0.0	-0.5427651442841681
ABCG2	-0.08245979641825292	-0.9505221103391706
ABCG4	0.0	-0.5427651442841681
ABCG5	-0.49359672991027786	-2.9835607050931654
ABCG8	-0.5138492753478874	-3.0837078900394372
ABHD1	0.2869854292790387	0.8763543906618363
ABHD10	0.06823222711882539	-0.20536234770159598
ABHD11	-0.027120551926730668	-0.6768740610135935
ABHD12	0.0	-0.5427651442841681
ABHD12B	0.0	-0.5427651442841681
ABHD13	0.2570603115587643	0.7283771248853607
ABHD14A	1.075023703217199	4.773139365565284
ABHD14B	0.6670198814487022	2.7555937526786862
ABHD15	0.0	-0.5427651442841681
ABHD2	0.0830601032535467	-0.13203970990285668
ABHD3	0.0	-0.5427651442841681
ABHD4	0.0	-0.5427651442841681
ABHD5	0.0	-0.5427651442841681
ABHD6	0.010297740400705357	-0.49184365811270603
ABHD8	0.16281641568486596	0.2623487483923287
ABI1	0.27364928931401716	0.8104082665234756
ABI2	0.07453884788616048	-0.17417662251371763
ABI3	-0.4568041919745335	-2.8016246066089123
ABI3BP	-0.15956112581479026	-1.3317818941261257
ABL1	0.04084762602315594	-0.34077696602977026
ABL2	0.08614147270737806	-0.11680258933787414
ABLIM1	0.0	-0.5427651442841681
ABLIM2	0.0	-0.5427651442841681
ABLIM3	0.0	-0.5427651442841681
ABO	-0.0730658012378873	-0.9040695705529663
ABP1	-0.18068150686823845	-1.4362204553929743
ABR	-0.2972990402393344	-2.0128846440240573
ABRA	0.0	-0.5427651442841681
ABT1	0.9092778070144647	3.9535394307207428
ABTB1	0.0	-0.5427651442841681
ABTB2	0.0	-0.5427651442841681
ACAA1	0.029915653907722217	-0.3948346762886865
ACAA2	-0.20142069728821524	-1.5387740600755928
ACACA	0.08191406452391797	-0.13770677792476482
ACACB	0.6283238616657012	2.5642450917495627
ACAD10	-0.06402105708290333	-0.8593440485946848
ACAD11	-0.12319068734822154	-1.151933043081237
ACAD8	0.2675350135322401	0.7801736715972974
ACAD9	0.14694227682984426	0.18385242679788572
ACADL	0.9697134168023679	4.2523885906653645
ACADM	0.033383218925048266	-0.3776878501688205
ACADS	-0.16988065014421772	-1.3828111000479424
ACADSB	0.3157791172121389	1.018736828445015
ACADVL	0.5666060929112231	2.2590557603162917
ACAN	-0.05914215620706085	-0.8352182817940255
ACAP1	-0.5247299481547038	-3.13751192940234
ACAP2	0.9703830680318586	4.2556999613637245
ACAP3	0.2214658316860112	0.5523653257826537
ACAT1	0.15345035657033035	0.2160343501725743
ACAT2	0.006649232703665908	-0.5098852310220932
ACBD3	0.8517433917554531	3.6690364410363028
ACBD4	1.1538018084599377	5.162690669117016
ACBD5	0.1360032281060572	0.12975972328798582
ACBD6	0.16941721501225102	0.2949891625599854
ACBD7	0.0	-0.5427651442841681
ACCN1	-0.017651556250326137	-0.6300506498931656
ACCN2	-0.0320458894286842	-0.7012294531419803
ACCN3	-0.02305929434209906	-0.6567914735830152
ACCN4	0.03471892832869372	-0.3710828761376083
ACCN5	0.0	-0.5427651442841681
ACCS	0.027865245444456732	-0.40497377886315716
ACCSL	0.10508713306353731	-0.023117844501104018
ACD	0.172573038342485	0.31059445146968445
ACE	-0.05921121415947675	-0.8355597677348376
ACE2	-0.17655382005396966	-1.4158093808412682
ACER1	-0.006490654245009289	-0.5748609000053303
ACER2	0.2049405624879827	0.47064921776254315
ACER3	0.0	-0.5427651442841681
ACHE	0.0	-0.5427651442841681
ACIN1	0.4140334719483658	1.504596596831097
ACLY	0.0	-0.5427651442841681
ACMSD	-0.318504363783384	-2.1177432389771536
ACN9	0.0	-0.5427651442841681
ACO1	-0.05502625853116615	-0.8148655035697978
ACO2	0.12145145337580696	0.05780238440945741
ACOT1	-0.011457902723991775	-0.5994235384959449
ACOT11	-0.019094944706727082	-0.6371880880555836
ACOT12	-0.4855188957393961	-2.9436164741238406
ACOT13	-0.010944779746728167	-0.5968861872349636
ACOT2	-0.0007936655914441999	-0.5466897558850512
ACOT4	0.0	-0.5427651442841681
ACOT6	-0.05038387181518994	-0.7919092799943843
ACOT7	0.12244388942827306	0.06270989972400655
ACOT8	0.9428213920000498	4.119409721922464
ACOT9	0.0	-0.5427651442841681
ACOX1	-0.23775749599905693	-1.7184565652728092
ACOX2	0.30284828775928674	0.9547949317232988
ACOX3	0.0	-0.5427651442841681
ACOXL	0.04762648478084477	-0.3072560625057018
ACP1	0.24388983296382588	0.6632501827070789
ACP2	-0.04396457894754255	-0.7601664004624743
ACP5	-0.10794564458396635	-1.076547550332731
ACP6	0.0	-0.5427651442841681
ACPL2	0.0	-0.5427651442841681
ACPP	0.13096738555843324	0.1048578927239789
ACPT	0.0	-0.5427651442841681
ACR	0.0	-0.5427651442841681
ACRBP	0.0	-0.5427651442841681
ACRC	-0.06442083859014304	-0.8613209355330194
ACRV1	0.0	-0.5427651442841681
ACSBG1	0.0	-0.5427651442841681
ACSBG2	0.0	-0.5427651442841681
ACSF2	0.0	-0.5427651442841681
ACSF3	0.11076885728764754	0.004977818260823104
ACSL1	0.05690179040246998	-0.2613904329045399
ACSL3	0.0	-0.5427651442841681
ACSL4	0.0	-0.5427651442841681
ACSL5	-0.16087170664282396	-1.3382626094009766
ACSL6	0.0	-0.5427651442841681
ACSM1	0.010366077296036724	-0.4915057377403515
ACSM2A	-0.34555182636490445	-2.251490734857288
ACSM2B	-0.3664836605875648	-2.354996947427914
ACSM3	-0.09559104596130795	-1.0154550680562726
ACSM4	0.0	-0.5427651442841681
ACSM5	0.2435845971540166	0.661740816529313
ACSS1	-0.01815102353893128	-0.6325204748877888
ACSS2	-0.11422064486895567	-1.1075769148150711
ACSS3	0.6285127056618078	2.565178909904043
ACTA1	0.011741750521041788	-0.4847031458728436
ACTA2	-0.16666829762502436	-1.3669262789106023
ACTB	0.02671232433339403	-0.41067487969977806
ACTBL2	0.0	-0.5427651442841681
ACTC1	-0.08554581212770937	-0.9657822062591683
ACTG1	0.10757967330695124	-0.010792436343784259
ACTG2	-0.07491119367404085	-0.9131948855989813
ACTL6A	1.9573420887403972	9.1361318006988
ACTL6B	-0.08659098758262537	-0.9709505136162475
ACTL7A	0.0	-0.5427651442841681
ACTL7B	0.0	-0.5427651442841681
ACTL8	0.0	-0.5427651442841681
ACTL9	-0.017871456349403098	-0.6311380379432161
ACTN1	-0.11575954071829352	-1.1151866292438801
ACTN2	0.017584858349372484	-0.45580945435403986
ACTN3	0.0	-0.5427651442841681
ACTN4	0.0	-0.5427651442841681
ACTR10	0.20460143654661775	0.4689722676490584
ACTR1A	0.0	-0.5427651442841681
ACTR1B	0.10760121356123031	-0.010685921543670795
ACTR2	0.9713043548902773	4.260255649718201
ACTR3	0.95677460450762	4.1884072194417294
ACTR3B	0.0	-0.5427651442841681
ACTR3C	-0.0655066939277624	-0.8666904015913213
ACTR5	0.4793075969561498	1.8273718198023892
ACTR6	0.0	-0.5427651442841681
ACTR8	0.08484262467350537	-0.12322528690278348
ACTRT1	0.0	-0.5427651442841681
ACTRT2	0.0	-0.5427651442841681
ACVR1	0.08399219339046579	-0.12743060021754835
ACVR1B	-0.04567151804560381	-0.7686070750469202
ACVR1C	-0.04567151804560381	-0.7686070750469202
ACVR2A	-0.04567151804560381	-0.7686070750469202
ACVR2B	-0.003208317635523896	-0.5586300132509365
ACVRL1	-0.17141060490049526	-1.3903766015010004
ACY1	-0.200422396544577	-1.5338375443416508
ACY3	-0.2797764594305643	-1.9262369114514828
ACYP1	0.1715505846310073	0.305538501280223
ACYP2	-0.14593721188531986	-1.2644127512107344
ADA	0.5962741457630761	2.405761861290284
ADAD1	0.0	-0.5427651442841681
ADAD2	0.0	-0.5427651442841681
ADAL	0.0	-0.5427651442841681
ADAM10	1.0672515070078021	4.734706489380954
ADAM11	0.0	-0.5427651442841681
ADAM12	-0.12372773068782314	-1.154588678582509
ADAM15	0.0	-0.5427651442841681
ADAM17	1.130181703985209	5.045891179464314
ADAM18	0.0	-0.5427651442841681
ADAM19	-0.28367702704644726	-1.9455249000960044
ADAM2	-0.03283051575558352	-0.70510936631713
ADAM20	0.0	-0.5427651442841681
ADAM21	0.0	-0.5427651442841681
ADAM21P1	0.0	-0.5427651442841681
ADAM22	-0.11715691576550626	-1.1220965348517276
ADAM23	0.0	-0.5427651442841681
ADAM28	-0.06496713800355927	-0.864022341564176
ADAM29	-0.05616869241863853	-0.8205147459413331
ADAM30	-0.1479166162539231	-1.274200744329755
ADAM32	0.0	-0.5427651442841681
ADAM33	-0.07364388344882035	-0.9069281399249403
ADAM3A	0.0	-0.5427651442841681
ADAM5P	0.0	-0.5427651442841681
ADAM6	-0.4255252696208627	-2.6469528873663504
ADAM7	0.0	-0.5427651442841681
ADAM8	-0.2710792065859143	-1.8832297056737746
ADAM9	0.07916765787094866	-0.15128753476641224
ADAMDEC1	-0.45053120652198314	-2.7706052053086094
ADAMTS1	-0.06222508086938794	-0.8504630927381425
ADAMTS10	-0.09618357048187338	-1.0183850534711465
ADAMTS12	0.010540570006468991	-0.49064288552272434
ADAMTS13	0.17913770076515023	0.3430561715916218
ADAMTS14	-0.03976014467900166	-0.7393758160106015
ADAMTS15	-0.10577338903270672	-1.065805923848656
ADAMTS16	0.04218699551899736	-0.3341538931412465
ADAMTS17	0.0	-0.5427651442841681
ADAMTS18	0.0	-0.5427651442841681
ADAMTS19	0.0	-0.5427651442841681
ADAMTS2	-0.15307789477817668	-1.2997228455648802
ADAMTS20	-0.1217328677695029	-1.1447242441962773
ADAMTS3	0.2024496993487876	0.45833210274876396
ADAMTS4	-0.05477046534927636	-0.8136006271534665
ADAMTS5	-0.10284348485092733	-1.051317786697134
ADAMTS6	-0.16098602137461981	-1.3388278864236853
ADAMTS7	-0.13696539853768464	-1.2200478661449532
ADAMTS8	-0.08628685389595925	-0.9694465973475113
ADAMTS9	0.033864975366366526	-0.3753056038691449
ADAMTSL1	0.03585872871666149	-0.36544665620627736
ADAMTSL2	-0.009183701424140309	-0.5881777986020187
ADAMTSL3	0.3033739860141516	0.9573944667061023
ADAMTSL4	-0.10021623539319457	-1.0383262524648518
ADAMTSL5	0.0	-0.5427651442841681
ADAP1	-0.15907825762231725	-1.3293941503076887
ADAP2	-0.35574841094031584	-2.3019120137251634
ADAR	0.4617545449028235	1.7405734094113892
ADARB1	0.008206152943965997	-0.5021863874504413
ADARB2	0.0	-0.5427651442841681
ADAT1	1.1184570229072128	4.9879135880562915
ADAT2	0.1583667004844886	0.24034526974302806
ADAT3	0.22522799405225255	0.5709689117590716
ADC	-0.08395505297273904	-0.9579160320151178
ADCK1	0.0	-0.5427651442841681
ADCK2	0.0	-0.5427651442841681
ADCK4	0.026427643870468764	-0.41208260136414837
ADCK5	0.5869226982343954	2.3595197161705395
ADCY1	-0.04672821464522123	-0.77383235352463
ADCY10	-0.1649178805046182	-1.3582706090526842
ADCY2	-0.042105787175473086	-0.7509748267934995
ADCY3	-0.026728809748506194	-0.6749369279013749
ADCY4	-0.1420567085926001	-1.2452239790073678
ADCY5	0.018477953008053688	-0.45139317412728963
ADCY6	-0.11904445760630289	-1.131430275265071
ADCY7	-0.3735253072812508	-2.389817315856729
ADCY8	-0.06437977089554736	-0.8611178591336275
ADCY9	0.11067287330338772	0.004503185289221539
ADCYAP1	-0.05616869241863853	-0.8205147459413331
ADCYAP1R1	-0.02769746932047723	-0.6797268704596084
ADD1	0.6775131822253018	2.807482268954743
ADD2	0.0	-0.5427651442841681
ADD3	0.0	-0.5427651442841681
ADH1A	-0.5526717315860837	-3.275681768924566
ADH1B	-0.26249858724410413	-1.8407992430524178
ADH1C	-0.30191639725052294	-2.035717097751269
ADH4	-0.5345003997744779	-3.1858260155693587
ADH5	-0.040379613467963364	-0.7424390386345284
ADH6	-0.5296492073637415	-3.1618372648681374
ADH7	-0.2818547337558486	-1.9365138084402842
ADHFE1	0.87878933294039	3.80277641373445
ADI1	-0.20201155949142408	-1.5416958254667537
ADIG	-0.13411695875146434	-1.2059625637834446
ADIPOQ	-0.07450312560006815	-0.9111770222641867
ADIPOR1	0.0409349292575878	-0.3403452586578751
ADIPOR2	0.0	-0.5427651442841681
ADK	0.0	-0.5427651442841681
ADM	0.005696298327949864	-0.5145974137677382
ADM2	-0.018365436045549688	-0.6335807272408206
ADNP	1.3382191883642223	6.07461956760916
ADNP2	0.5947748055538933	2.398347746275014
ADO	0.0	-0.5427651442841681
ADORA1	-0.04787877033245481	-0.7795217575333919
ADORA2A	-0.1729881574621244	-1.3981774702183987
ADORA2B	0.32774554751589435	1.0779098500520374
ADORA3	-0.23838942855336198	-1.7215814201995403
ADPGK	-0.01815102353893128	-0.6325204748877888
ADPRH	-0.1141608057007527	-1.1072810150101051
ADPRHL1	0.0	-0.5427651442841681
ADPRHL2	0.6434914491093014	2.639247574256388
ADRA1A	-0.11808337430491395	-1.1266777967467787
ADRA1B	-0.04760903225677679	-0.7781879247549296
ADRA1D	-0.05616869241863853	-0.8205147459413331
ADRA2A	-0.03876290432704122	-0.7344445438269973
ADRA2B	-0.05616869241863853	-0.8205147459413331
ADRA2C	-0.05616869241863853	-0.8205147459413331
ADRB1	-0.10205775327079397	-1.0474324081349107
ADRB2	-0.05616869241863853	-0.8205147459413331
ADRB3	-0.05616869241863853	-0.8205147459413331
ADRBK1	-0.1013669997073734	-1.0440166881168376
ADRBK2	-0.017871456349403098	-0.6311380379432161
ADRM1	1.1534519460555035	5.160960628069555
ADSL	0.5498360700588052	2.1761293654427125
ADSS	0.36425199439366623	1.2584312515944907
ADSSL1	0.0	-0.5427651442841681
AEBP1	-0.16874932200435727	-1.3772167746923194
AEBP2	0.1550750428121198	0.22406829109310672
AEN	0.0	-0.5427651442841681
AES	0.9190195236637082	4.0017114248027434
AFAP1	0.09524058996578241	-0.07180819681904428
AFAP1L1	-0.07280013391727685	-0.902755867326213
AFAP1L2	0.03716765508781347	-0.3589741220857326
AFARP1	0.0	-0.5427651442841681
AFF1	1.3116471372304233	5.943222942553002
AFF2	0.0	-0.5427651442841681
AFF3	-0.010741988389357568	-0.5958834005168859
AFF4	1.1995121934671393	5.388724793834025
AFG3L1	0.45452448182119587	1.704821337315584
AFG3L2	0.07852045880005785	-0.15448788137218722
AFM	-0.48778535619169655	-2.954823936158141
AFMID	-0.24063211390791509	-1.732671316315099
AFP	-0.3505494354341961	-2.276203503990104
AFTPH	0.2794190839115822	0.8389394300971816
AG2	-0.046568541909267465	-0.7730427848717563
AGA	0.0	-0.5427651442841681
AGAP1	-0.054688270580138046	-0.8131941807256893
AGAP11	0.0	-0.5427651442841681
AGAP2	-0.13266151811925989	-1.1987655285949184
AGAP3	0.18034589869986495	0.3490306118116093
AGAP4	0.3965209400435138	1.417998555268588
AGAP5	0.19360453277769718	0.4145934756609023
AGAP6	0.31594338604518973	1.019549124423075
AGAP7	0.033557461285724316	-0.37682623591031383
AGAP8	0.3487937154455065	1.1819913233128068
AGBL1	0.0	-0.5427651442841681
AGBL2	0.0	-0.5427651442841681
AGBL3	0.07016372375944696	-0.19581125438903782
AGBL4	0.20460143654661775	0.4689722676490584
AGBL5	0.0	-0.5427651442841681
AGER	0.011984123355583534	-0.4835046319792898
AGFG1	0.11383223604727573	0.020125976310687355
AGFG2	-0.11634197748380394	-1.1180667315329862
AGGF1	0.49384891183656	1.8992774355767938
AGK	-0.02712385827762115	-0.6768904106490083
AGL	-0.013952603663593147	-0.6117596311196377
AGMAT	-0.3090010860193827	-2.0707503057303605
AGPAT1	0.1295872390612131	0.0980331808903059
AGPAT2	-0.07524766150941528	-0.9148586915951964
AGPAT3	-0.02712385827762115	-0.6768904106490083
AGPAT4	-0.02712385827762115	-0.6768904106490083
AGPAT5	0.0613463682090081	-0.23941235824865562
AGPAT6	-0.02712385827762115	-0.6768904106490083
AGPAT9	-0.02465953276043561	-0.6647045220110747
AGPHD1	0.0	-0.5427651442841681
AGPS	-0.06528584275580314	-0.8655983105634582
AGR2	0.04374119134667717	-0.3264685215677389
AGR3	-0.02800350348239461	-0.6812401844234177
AGRN	0.0	-0.5427651442841681
AGRP	0.0	-0.5427651442841681
AGT	-0.41958330782172926	-2.6175703710266296
AGTPBP1	0.0	-0.5427651442841681
AGTR1	0.24222610254483987	0.655023171515611
AGTR2	-0.0224905444434349	-0.6539790517338624
AGTRAP	0.11706947201855072	0.03613384408852995
AGXT	-0.48711684859815646	-2.9515182206462565
AGXT2	-0.3458880784791556	-2.2531534741301473
AGXT2L1	-0.38400522992191866	-2.4416396783420184
AGXT2L2	0.10689529522755939	-0.014176630113459883
AHCTF1	0.8859376715985434	3.8381243652234147
AHCY	0.4941297585655645	1.9006661997396899
AHCYL1	0.04920256053157793	-0.2994624964977028
AHCYL2	0.03716765508781347	-0.3589741220857326
AHDC1	-0.12949241632854297	-1.1830945787814144
AHI1	0.044437414251412094	-0.3230257561030661
AHNAK	0.20162742851829324	0.4542660405744498
AHNAK2	-0.0016005834825309068	-0.5506798990265177
AHR	-0.050024582160910686	-0.7901326219655337
AHRR	0.0	-0.5427651442841681
AHSA1	0.6838192009319367	2.8386650170015764
AHSA2	0.38028823833170017	1.3377291695995759
AHSG	-0.5017589578380651	-3.0239222563053776
AHSP	0.04976934910113601	-0.2966597732609704
AICDA	-0.06668813404169568	-0.8725325265705005
AIDA	0.0	-0.5427651442841681
AIF1	-0.47771453337995307	-2.9050245389517095
AIF1L	0.012478318759295441	-0.4810608760253728
AIFM1	0.09924963843526499	-0.05198377920355507
AIFM2	0.03772594851053726	-0.35621340665704493
AIFM3	0.0	-0.5427651442841681
AIG1	-0.006598024691558624	-0.5753918381040234
AIM1	0.029817065990812477	-0.39532218549480796
AIM1L	0.2838057368500838	0.8606310710062506
AIM2	-0.4626340275387226	-2.8304526678643134
AIMP1	0.0	-0.5427651442841681
AIMP2	0.5666601883783403	2.259323257987971
AIP	0.7362691142928254	3.0980255596035176
AIPL1	0.0	-0.5427651442841681
AIRE	0.09294790838414026	-0.08314532019876747
AJAP1	0.0	-0.5427651442841681
AK1	0.0	-0.5427651442841681
AK2	0.2635889691914251	0.7606608042580681
AK3	0.0	-0.5427651442841681
AK3L1	0.0	-0.5427651442841681
AK5	0.0	-0.5427651442841681
AK7	0.0	-0.5427651442841681
AKAP1	0.0	-0.5427651442841681
AKAP10	0.8698784333784744	3.758712742369585
AKAP11	1.1138755635482724	4.965258645290846
AKAP12	-0.0128329115193134	-0.6062228448128737
AKAP13	0.848000333130648	3.6505273215027665
AKAP14	-0.0119628154754622	-0.6019202908601854
AKAP2	0.5151804976597473	2.0047603871994997
AKAP3	0.0	-0.5427651442841681
AKAP4	0.0	-0.5427651442841681
AKAP5	0.0	-0.5427651442841681
AKAP6	-0.04432855675957649	-0.7619662410489525
AKAP7	0.0	-0.5427651442841681
AKAP8	0.0	-0.5427651442841681
AKAP8L	0.3396806234033414	1.1369278266283702
AKAP9	0.599091249919784	2.4196922115202764
AKD1	0.043158847354318505	-0.32934816510117804
AKIRIN1	0.09538812194019247	-0.07107866324153676
AKIRIN2	0.0	-0.5427651442841681
AKNA	-0.34144444801867097	-2.231180084023211
AKNAD1	0.0	-0.5427651442841681
AKR1A1	0.13024425041187054	0.10128204841902165
AKR1B1	-0.059324745140821616	-0.836121169175506
AKR1B10	-0.14708724678231466	-1.2700995799542527
AKR1B15	-0.11140077935261111	-1.0936329098869526
AKR1C1	-0.15953674780630323	-1.3316613468629634
AKR1C2	-0.2055394233044689	-1.559140824212154
AKR1C3	-0.19856551053319843	-1.5246553945038166
AKR1C4	-0.508884560144795	-3.05915777839143
AKR1CL1	-0.4158112130722338	-2.598917670225324
AKR1D1	-0.48764274512899847	-2.9541187360875916
AKR1E2	0.0	-0.5427651442841681
AKR7A2	-0.03855504951835146	-0.7334167187552327
AKR7A3	-0.10458739223592753	-1.0599412664445467
AKR7L	-0.1901558459774755	-1.4830702893528314
AKT1	0.011408759033095656	-0.4863497616146331
AKT1S1	0.46020782285474776	1.7329249950682977
AKT2	0.013192448199418921	-0.47752956420405407
AKT3	0.12988602772279043	0.09951066644603584
AKTIP	0.974640454561903	4.276752390428782
ALAD	-0.33109735627663156	-2.1800145594950324
ALAS1	-0.3044616929991349	-2.048303377577894
ALAS2	0.04014537178425681	-0.34424955594983686
ALB	-0.5286781284680009	-3.1570353589512368
ALCAM	0.0	-0.5427651442841681
ALDH16A1	0.4471337430321204	1.6682747369546918
ALDH18A1	0.0	-0.5427651442841681
ALDH1A1	-0.11185508860166198	-1.095879432060062
ALDH1A2	0.0	-0.5427651442841681
ALDH1A3	0.0	-0.5427651442841681
ALDH1B1	-0.045274881816552426	-0.7666457412526291
ALDH1L1	-0.11046974256098237	-1.089029008908171
ALDH1L2	-0.16567948226127094	-1.3620366676063544
ALDH2	-0.1466212886575095	-1.2677954550408765
ALDH3A1	-0.17903370795214138	-1.4280722241835684
ALDH3A2	-0.04113066084784077	-0.7461529066560918
ALDH3B1	-0.06859932908501246	-0.8819832301406308
ALDH3B2	-0.03598558776614133	-0.7207109400123245
ALDH4A1	-0.14979873757012374	-1.283507680691188
ALDH5A1	0.0	-0.5427651442841681
ALDH6A1	0.34190562037268823	1.1479302551221378
ALDH7A1	-0.045274881816552426	-0.7666457412526291
ALDH8A1	-0.3460331996526807	-2.2538710864939566
ALDH9A1	-0.0474122363362254	-0.7772147849828034
ALDOA	-0.031811795466169385	-0.7000718775951928
ALDOB	-0.4968862950081756	-2.9998273361330434
ALDOC	-0.01815102353893128	-0.6325204748877888
ALG1	0.09593626326864643	-0.06836814909078547
ALG10	0.869206425201024	3.755389716755849
ALG10B	0.03974089449343796	-0.34624966315487876
ALG11	0.06888837249827484	-0.202117762329856
ALG12	0.06872606075234633	-0.2029203806717593
ALG13	0.06888837249827484	-0.202117762329856
ALG14	0.15397858324258493	0.21864638797309668
ALG1L	0.04995368318894097	-0.2957482562351143
ALG1L2	0.0	-0.5427651442841681
ALG2	0.0630859266346468	-0.23081038375048865
ALG3	1.0724747232421161	4.760534867539326
ALG5	0.3154247476207101	1.0169844997255715
ALG6	0.1948059330110385	0.4205343018021683
ALG8	0.2812071160508677	0.8477811031547505
ALG9	0.14554473924368683	0.17694171744821716
ALK	0.08519258714308141	-0.12149475104136029
ALKBH1	0.0	-0.5427651442841681
ALKBH2	0.8138560449706457	3.4816866021101043
ALKBH3	0.0	-0.5427651442841681
ALKBH4	0.6293617884172377	2.5693775548597935
ALKBH5	0.0	-0.5427651442841681
ALKBH6	0.6403092566114803	2.623511891964219
ALKBH7	1.2247380946647193	5.513464817277153
ALKBH8	0.24281938510463136	0.6579569053726152
ALLC	0.0	-0.5427651442841681
ALMS1	0.803419579479379	3.430079131683284
ALMS1P	0.0	-0.5427651442841681
ALOX12	-0.36895167147406543	-2.367201059916451
ALOX12B	-0.34674542503528727	-2.257392982906191
ALOX12P2	0.0	-0.5427651442841681
ALOX15	-0.11616910150280099	-1.1172118739104908
ALOX15B	-0.07297550635614918	-0.9036230697292063
ALOX5	-0.16338878385333933	-1.3507093508588386
ALOX5AP	-0.38725531010546443	-2.457711059701684
ALOXE3	-0.1984367958775409	-1.524018911032386
ALPI	-0.22584035812916223	-1.6595272907298537
ALPK1	-0.08872608405340861	-0.9815083914788784
ALPK2	-0.14053527652209633	-1.2377006215401634
ALPK3	0.0	-0.5427651442841681
ALPL	0.0	-0.5427651442841681
ALPP	0.0	-0.5427651442841681
ALPPL2	-0.07183654723275894	-0.8979910097825791
ALS2	-0.03261156228733314	-0.7040266592792889
ALS2CL	-0.07438522458761498	-0.9105940113762037
ALS2CR11	0.0	-0.5427651442841681
ALS2CR12	0.0	-0.5427651442841681
ALS2CR4	0.08436606673069982	-0.12558182705141752
ALS2CR8	0.6765673129001492	2.802805022307753
ALX1	-0.04990052517126281	-0.7895191702725397
ALX3	0.0	-0.5427651442841681
ALX4	0.0	-0.5427651442841681
AMAC1	-0.04567151804560381	-0.7686070750469202
AMAC1L2	0.0	-0.5427651442841681
AMAC1L3	0.0	-0.5427651442841681
AMACR	-0.06618762318817019	-0.8700575412324822
AMBN	0.0	-0.5427651442841681
AMBP	-0.4988286302462145	-3.009432025425596
AMBRA1	0.0	-0.5427651442841681
AMD1	0.09185998147159118	-0.08852503002609374
AMDHD1	-0.388142248144596	-2.46209689594703
